File ID,Data Split,Original English,English,Hindi,Korean
arctic_a0587,train,He had comparatively no advantages at first.,he had comparatively no advantages at first.,ही हैड कम्परेटिवली नो एडवांटेजेस ऐट फर्स्ट.,히 핻 컴패러티블리 노 어드밴티지스 앳 퍼스트.
arctic_a0588,train,"He had proved it today, with his amateurish and sophomoric productions.","he had proved it today, with his amateurish and sophomoric productions.","ही हैड प्रूव्ड इट टुडे, विथ हिस अमेट्यूरिश एंड सोफोमोरिक प्रोडक्शन्स.","히 핫 프루브드 잇 투데이, 위드 히즈 에머츄리쉬 앤드 소포모릭 프러덕션즈."
arctic_a0589,train,"I was sick once, typhoid.","i was sick once, typhoid.","आई वस सिक वन्स, टाइफॉइड.","아이 워즈 식 원스, 타이포이드."
arctic_a0590,dev,In a way he is my protege.,in a way he is my protege.,इन अ वे ही इज़ माई प्रोटेज.,인 아 웨이 히 이즈 마이 프로테제.
arctic_a0591,train,We are both children together.,we are both children together.,वी आर बोथ चिल्ड्रेन टुगेदर.,위 아르 보스 칠드런 투게더.
arctic_a0592,dev,It's only his indigestion I find fault with.,it's only his indigestion i find fault with.,इट्स ओनली हिस इन्डिजेशन आई फाइंड फॉल्ट विथ.,이츠 온리 히즈 인디제스천 아이 파인드 폴트 위드.
arctic_a0593,train,She'd make a good wife for the cashier.,she would make a good wife for the cashier.,शी वुड मेक अ गुड वाइफ फॉर द कैशियर.,시 우드 메이크 아 굿 와이프 포 더 캐셔.
arctic_b0001,train,"Gad, do I remember it.","gad, do i remember it.","गैड, डू आई रिमेम्बर इट.","가드, 두 아이 리멤버 잇."
arctic_b0002,test,"You got out by fighting, and I through a pretty girl.","you got out by fighting, and i through a pretty girl.","यू गॉट आउट बाई फाइटिंग, एंड आई थ्रू अ प्रिटी गर्ल.","유 갓 아웃 바이 파이팅, 앤드 아이 쓰루 아 프리티 걸."
arctic_b0003,dev,I can see that knife now.,i can see that knife now.,आई कैन सी दैट नाइफ नाउ.,아이 캔 씨 댓 나이프 나우.
arctic_b0004,train,When I can't see beauty in woman I want to die.,when i can not see beauty in woman i want to die.,वेन आई कैन नॉट सी ब्यूटी इन वुमन आई वांट टू डाई.,웬 아이 캔 낫 씨 뷰티 인 우먼 아이 원트 투 다이.
arctic_b0005,train,His slim fingers closed like steel about Philip's.,his slim fingers closed like steel about philip's.,हिस स्लिम फिंगर्स क्लोज़्ड लाइक स्टील अबाउट फिलिप्स.,히즈 슬림 핑거즈 클로즈드 라이크 스틸 어바웃 필립스.
arctic_b0006,dev,He seized Gregson by the arm and led him to the door.,he seized gregson by the arm and led him to the door.,ही सीज़्ड ग्रेगसन बाई दि आर्म एंड लेड हिम टू द डोर.,히 시즈드 그렉슨 바이 디 암 앤드 레드 힘 투 더 도어.
arctic_b0007,test,Hear the Indian dogs wailing down at Churchill.,hear the indian dogs wailing down at churchill.,हियर दि इंडियन डॉग्स वेलिंग डाउन ऐट चर्चिल.,히어 디 인디언 독스 웨일링 다운 앳 처칠.
arctic_b0008,test,Burke himself had criticized it because of the smile.,burke himself had criticized it because of the smile.,बर्क हिम्सेल्फ हैड क्रिटिसाइज्ड इट बिकॉज अव द स्माइल.,버크 힘셀프 핻 크리티사이즈드 잇 비커즈 어브 더 스마일.
arctic_b0009,train,I'd say there was going to be a glorious scrap.,i would say there was going to be a glorious scrap.,आई वुड से देर वस गोइंग टू बी अ ग्लोरियस स्क्रैप.,아이 우드 세이 데어 워즈 고잉 투 비 아 글로리어스 스크랩.
arctic_b0010,train,"He turned the map to Gregson, pointing with his finger.","he turned the map to gregson, pointing with his finger.","ही टर्न्ड द मैप टू ग्रेगसन, पॉइन्टिंग विद हिज़ फिंगर.","히 턴드 더 맵 투 그레그슨, 포인팅 위드 히즈 핑거."
arctic_b0011,train,His eyes never took themselves for an instant from his companion's face.,his eyes never took themselves for an instant from his companion's face.,हिज़ आइज़ नेवर टुक देमेंसैल्व्स फॉर अन इंस्टंट फ्रॉम हिज़ कम्पैनियन्स फेस.,히즈 아이즈 네버 툭 뎀셀브즈 포어 안 인스턴트 프럼 히즈 컴패니언즈 페이스.
arctic_b0012,train,Something that Whittemore had not yet said thrilled him.,something that whittemore had not yet said thrilled him.,समथिंग दॅट विटमोर हैड नाट येट सेड थ्रिल्ड हिम.,썸띵 댓 위리모어 해드 낫 옛 세드 쓰릴드 힘.
arctic_b0013,train,"Lakes and rivers, hundreds of them, thousands of them.","lakes and rivers, hundreds of them, thousands of them.","लेक्स ऐंड रिवर्स, हंड्रेड्स अव देम, थाउज़ंड्स अव देम.","레이크스 앤드 리버즈, 헌드레즈 어브 뎀, 싸우전즈 어브 뎀."
arctic_b0014,train,"Whitefish, Gregson, whitefish and trout.","whitefish, gregson, whitefish and trout.","व्हाइटफिश, ग्रेगसन, व्हाइटफिश एंड ट्राउट.","와이트피쉬, 그렉슨, 와이트피쉬 앤드 트라우트."
arctic_b0015,dev,They robbed me a few years later.,they robbed me a few years later.,दे रॉब्ड मी अ फ्यू इयर्स लेटर.,데이 랍드 미 아 퓨 이어즈 레이터.
arctic_b0016,train,He chuckled as he pulled out his pipe and began filling it.,he chuckled as he pulled out his pipe and began filling it.,ही चक्ल्ड ऐज़ ही पुल्ड आउट हिज़ पाइप एंड बिगैन फिलिंग इट.,히 척클드 애즈 히 풀드 아웃 히즈 파이프 앤드 비갠 필링 잇.
arctic_b0017,train,"Everything was working smoothly, better than I had expected.","everything was working smoothly, better than i had expected.","एवरिथिंग वस वर्किंग स्मूथली, बेटर धन आई हैड एक्स्पेक्टेड.","에브리띵 워즈 워킹 스무드리, 베터 댄 아이 해드 엑스펙티드."
arctic_b0018,train,I was completely lost in my work.,i was completely lost in my work.,आई वाज़ कम्प्लीटली लॉस्ट इन माई वर्क.,아이 워즈 컴플리틀리 로스트 인 마이 워크.
arctic_b0019,test,His slim hands gripped the edges of the table.,his slim hands gripped the edges of the table.,हिज़ स्लिम हैंड्स ग्रिप्ट दि एड्ज़ अव द टेबल.,히즈 슬림 핸즈 그립트 디 에지즈 어브 더 테이블.
arctic_b0020,train,He made no reply as he waited for Whittemore to continue.,he made no reply as he waited for whittemore to continue.,ही मेड नो रिप्लाइ ऐज़ ही वेटिड फॉर विटिमोर टू कंटिन्यू.,히 메이드 노 리플라이 애즈 히 웨이티드 포어 위터모어 투 컨티뉴.
arctic_b0021,train,Philip dropped back into his chair.,philip dropped back into his chair.,फिलिप ड्रॉप्ट बैक इंटू हिज़ चेयर.,필립 드랍트 백 인투 히즈 체어.
arctic_b0022,train,If I was out of the game it would be easily made.,if i was out of the game it would be easily made.,इफ आई वज़ आउट अव द गेम इट वुड बी ईज़िली मेड.,이프 아이 워즈 아웃 어브 더 게임 잇 우드 비 이지리 메이드.
arctic_b0023,train,"MacDougall, my engineer, believes it.","macdougall, my engineer, believes it.","मैकडूगल, माई इंजीनियर, बिलीव्स इट.","맥도걸, 마이 엔지니어, 빌리브즈 잇."
arctic_b0024,train,"It is growing, every day, every hour.","it is growing, every day, every hour.","इट इज़ ग्रोइंग, एव्री डे, एव्री आवर.","잇 이즈 그로잉, 에브리 데이, 에브리 아워."
arctic_b0025,train,"Now, you understand.","now, you understand.","नाउ, यू अंडरस्टैंड.","나우, 유 언더스탠드."
arctic_b0026,train,You have associated with some of these men.,you have associated with some of these men.,यू हैव असोसिएटेड विथ सम अव थीज़ मेन.,유 해브 어소시에이티드 위드 썸 오브 디즈 멘.
arctic_b0027,train,"And there's no chivalry, no quarter shown in this fight.","and there's no chivalry, no quarter shown in this fight.","ऐंड धेरज़ नो चिवल्री, नो क्वार्टर शोन इन दिस फाइट.","앤드 데어즈 노 치벌리, 노 쿼터 쇼운 인 디스 파이트."
arctic_b0028,train,Lord Fitzhugh is the key to the whole situation.,lord fitzhugh is the key to the whole situation.,लॉर्ड फिट्सह्यू इज़ द की टू द होल सिचुएशन.,로드 피츠휴 이즈 더 키 투 더 홀 시츄에이션.
arctic_b0029,dev,All operations have been carried on from Montreal and Toronto.,all operations have been carried on from montreal and toronto.,ऑल ऑपरेशंस हैव बीन कैरीड ऑन फ्रॉम मॉन्ट्रियल ऐंड टोरंटो.,올 오퍼레이션즈 해브 빈 캐리드 온 프럼 몬트리올 앤드 토론토.
arctic_b0030,train,Gregson held a lighted match until it burnt his fingertips.,gregson held a lighted match until it burnt his fingertips.,ग्रेगसन हेल्ड अ लाइटेड मैच अन्टिल इट बर्न्ट हिस फिंगरटिप्स.,그렉슨 헬드 아 라이티드 매치 언틸 잇 번트 히즈 핑거팁스.
arctic_b0031,train,Gregson had seated himself under the lamp and was sharpening a pencil.,gregson had seated himself under the lamp and was sharpening a pencil.,ग्रेगसन हैड सीटेड हिमसेल्फ अंडर द लैम्प एंड वज़ शार्पनिंग अ पेंसिल.,그렉슨 해드 시티드 힘셀프 언더 더 램프 앤드 워즈 샤프닝 아 펜슬.
arctic_b0032,train,He caught himself with a jerk.,he caught himself with a jerk.,ही कॉट हिम्सेल्फ विद अ जर्क.,히 코트 힘셀프 위드 아 저크.
arctic_b0033,train,How does your wager look now.,how does your wager look now.,हाउ डज़ योर वेजर लुक नाउ.,하우 더즈 유어 웨이저 룩 나우.
arctic_b0034,train,He confessed that the sketch had startled him.,he confessed that the sketch had startled him.,ही कन्फेस्ट दॅट द स्केच हैड स्टार्टल्ड हिम.,히 컨페스트 댓 더 스케치 해드 스타틀드 힘.
arctic_b0035,train,"After all, the picture was only a resemblance.","after all, the picture was only a resemblance.","ऐफ्टर ऑल, द पिक्चर वज़ ओनली अ रेसम्बलन्स.","애프터 올, 더 픽쳐 워즈 온리 아 리젬블런스."
arctic_b0036,train,"He wondered, too, where Roscoe was.","he wondered, too, where roscoe was.","ही वंडर्ड, टू, वेयर रॉस्को वज़.","히 원더드, 투, 웨어 로스코 워즈."
arctic_b0037,train,Philip knew that she was not an Indian.,philip knew that she was not an indian.,फिलिप न्यू धैट शी वज़ नॉट अन इंडियन.,필립 뉴 댓 쉬 워즈 낫 안 인디언.
arctic_b0038,train,In her haste to get away she had forgotten these things.,in her haste to get away she had forgotten these things.,इन हर हेस्ट टू गेट अवे शी हैड फॉरगॉटन दीज़ थिंग्स.,인 허 헤이스트 투 겟 어웨이 쉬 해드 퍼가튼 디즈 싱즈.
arctic_b0039,train,"Philip took a step toward Gregson, half determined to awaken him.","philip took a step toward gregson, half determined to awaken him.","फिलिप टुक अ स्टेप टुवर्ड ग्रेगसन, हाफ डिटरमाइंड टू अवेकन हिम.","필립 툭 아 스텝 투월드 그렉슨, 핲 디터민드 투 어웨이큰 힘."
arctic_b0040,train,The thought set his blood tingling.,the thought set his blood tingling.,द थॉट सेट हिज़ ब्लड टिंगलिंग.,더 쏫 셋 히즈 블러드 팅글링.
arctic_b0041,test,"But if Pierre did not return, until tomorrow.","but if pierre did not return, until tomorrow.","बट इफ पियर डिड नाट रिटर्न, अनटिल टुमारो.","벗 이프 피에르 딛 낫 리턴, 언틸 투모로우."
arctic_b0042,train,Ten minutes had not elapsed since he had dropped the handkerchief.,ten minutes had not elapsed since he had dropped the handkerchief.,टेन मिनिट्स हैड नॉट इलैप्सड सिन्स ही हैड ड्रॉप्ट द हैंडकरचीफ.,텐 미닛 해드 낫 일랩스드 신스 히 해드 드랍트 더 핸커치프.
arctic_b0043,train,It won't be for sale.,it will not be for sale.,इट विल नॉट बी फॉर सेल.,잇 윌 낫 비 포 세일.
arctic_b0044,train,For a few moments he ate in silence.,for a few moments he ate in silence.,फॉर अ फ्यू मोमेंट्स ही एट इन साइलेंस.,포 아 퓨 모먼츠 히 에이트 인 사일런스.
arctic_b0045,dev,Philip did not pursue the subject.,philip did not pursue the subject.,फिलिप डिड नॉट परस्यू द सब्जेक्ट.,필립 딛 낫 퍼수 더 섭젝트.
arctic_b0046,train,Philip produced a couple of cigars and took a chair opposite him.,philip produced a couple of cigars and took a chair opposite him.,फिलिप प्रोड्यूस्ट अ कपल अव सिगार्स एंड टुक अ चेयर ऑपोसिट हिम.,필립 프로듀스트 아 커플 오브 시가즈 앤드 툭 아 체어 오퍼짓 힘.
arctic_b0047,test,Suppose you saw me at work through the window.,suppose you saw me at work through the window.,सपोज़ यू सॉ मी ऐट वर्क थ्रू द विंडो.,서포즈 유 소 미 앳 워크 쓰루 더 윈도우.
arctic_b0048,train,He looked like one who had passed through an uncomfortable hour or two.,he looked like one who had passed through an uncomfortable hour or two.,ही लुक्त लाइक वन हू हैड पास्ट थ्रू अन अनकंफर्टेबल आयुर ऑर टू.,히 룩트 라이크 원 후 해드 패스트 쓰루 안 언컴퍼터블 아유어 오어 투.
arctic_b0049,train,"There was nothing more, except a large ink blot under the words.","there was nothing more, except a large ink blot under the words.","धेर वस नथिंग मोर, एक्सेप्ट अ लार्ज इंक ब्लॉट अंडर द वर्ड्स.","데어 워즈 너띵 모어, 엑셉트 아 라지 잉크 블랏 언더 더 워즈."
arctic_b0050,train,All this day Gregson remained in the cabin.,all this day gregson remained in the cabin.,ऑल दिस डे ग्रेगसन रिमेन्ड इन द कैबिन.,올 디스 데이 그렉슨 리메인드 인 더 캐빈.
arctic_b0051,train,The sixth day he spent in the cabin with Gregson.,the sixth day he spent in the cabin with gregson.,द सिक्स्थ डे ही स्पेंट इन द कैबिन विथ ग्रेगसन.,더 식스 데이 히 스펜트 인 더 캐빈 위드 그렉슨.
arctic_b0052,train,The flush was gone from her face.,the flush was gone from her face.,द फ्लश वस गॉन फ्रॉम हर फेस.,더 플러시 워즈 곤 프롬 허 페이스.
arctic_b0053,train,"That is why I am, am rattled, he laughed.","that is why i am, am rattled, he laughed.","दॅट इस वाई आई ऐम, ऐम रैटल्ड, ही लाफ्ड.","댓 이즈 와이 아이 앰, 앰 래틀드, 히 래프드."
arctic_b0054,train,He understood the meaning of the look.,he understood the meaning of the look.,ही अंडरस्टूड द मीनिंग अव द लुक.,히 언더스투드 더 미닝 어브 더 룩.
arctic_b0055,train,"She was even more beautiful than when I saw her, before.","she was even more beautiful than when i saw her, before.","शी वस ईवन मोर ब्यूटीफुल धन वेन आई सॉ हर, बिफोर.","쉬 워즈 이븐 모어 뷰티풀 댄 웬 아이 소 허, 비포어."
arctic_b0056,train,"I'll give a thousand if you produce her, retorted Gregson.","i will give a thousand if you produce her, retorted gregson.","आई विल गिव अ थाउज़ेंड इफ यू प्रोड्यूस हर, रिटॉर्टेड ग्रेगसन.","아이 윌 기브 아 싸우전드 이프 유 프로듀스 허, 리토티드 그렉슨."
arctic_b0057,train,They have won popular sentiment through the newspapers.,they have won popular sentiment through the newspapers.,थे हैव वन पॉपुलर सेंटिमेंट थ्रू द न्यूज़पेपर्स.,데이 해브 원 파퓰러 센티먼트 쓰루 더 뉴스페이퍼즈.
arctic_b0058,train,We must achieve our own salvation.,we must achieve our own salvation.,वी मस्ट अचीव आउर ओन सैल्वेशन.,위 머스트 어치브 아워 오운 살베이션.
arctic_b0059,train,In moments of mental energy Philip was restless.,in moments of mental energy philip was restless.,इन मोमेंट्स ऑफ मेंटल एनर्जी फिलिप वज़ रेस्टलेस.,인 모먼츠 어브 멘탈 에너지 필립 워즈 레슬리스.
arctic_b0060,train,He would keep his faith with Gregson for the promised day or two.,he would keep his faith with gregson for the promised day or two.,ही वुड कीप हिज़ फेथ विध ग्रेगसन फॉर द प्रॉमिस्ड डे ऑर टू.,히 우드 킵 히즈 페이스 위드 그렉슨 포어 더 프로미즈드 데이 오어 투.
arctic_b0061,train,"Something about it seemed to fascinate him, to challenge his presence.","something about it seemed to fascinate him, to challenge his presence.","समथिंग अबाउट इट सीम्ड टू फैसिनेट हिम, टू चैलेंज हिज़ प्रेज़ेंस.","썸띵 어바웃 잇 심드 투 패시네이트 힘, 투 챌린지 히즈 프레즌스."
arctic_b0062,train,Now it was missing from the wall.,now it was missing from the wall.,नाऊ इट वज़ मिसिंग फ्रम द वॉल.,나우 잇 워즈 미싱 프롬 더 월.
arctic_b0063,train,He boiled himself some coffee and sat down to wait.,he boiled himself some coffee and sat down to wait.,ही बॉइल्ड हिम्सेल्फ सम कॉफी ऐंड सैट डाउन टू वेट.,히 보일드 힘셀프 섬 커피 앤드 샛 다운 투 웨이트.
arctic_b0064,train,"I'm going down there with you, and I'm going to fight.","i am going down there with you, and i am going to fight.","आई ऐम गोइंग डाउन धेर विथ यू, एंड आई ऐम गोइंग टू फाइट.","아이 앰 고잉 다운 데어 위드 유, 앤드 아이 앰 고잉 투 파이트."
arctic_b0065,train,"Now have you got anything to say against me, Mr Philip.","now have you got anything to say against me, mister philip.","नाऊ हैव यू गॉट एनीथिंग टू से अगेंस्ट मी, मिस्टर फिलिप.","나우 해브 유 갓 애니씽 투 세이 어겐스트 미, 미스터 필립."
arctic_b0066,train,"If I meet her again I shall apologize, said Eileen.","if i meet her again i shall apologize, said eileen.","इफ आई मीट हर अगेन आई शैल अपोलोजाइज़, सेड आइलीन.","이프 아이 밋 허 어겐 아이 샬 어폴러자이즈, 쎄드 아일린."
arctic_b0067,test,Below him the shadow was broken into a pool of rippling starlight.,below him the shadow was broken into a pool of rippling starlight.,बिलो हिम द शैडो वज ब्रोकन इंटू अ पूल अव रिपलिंग स्टारलाइट.,빌로우 힘 더 샤도우 워즈 브로큰 인투 아 풀 오브 리플링 스타라이트.
arctic_b0068,train,Only the chance sound had led him to observe them.,only the chance sound had led him to observe them.,ओनली द चांस साउंड हैड लेड हिम टू अब्ज़र्व देम.,온리 더 찬스 사운드 해드 레드 힘 투 옵저브 뎀.
arctic_b0069,train,Could the incident have anything to do with Jeanne and Pierre.,could the incident have anything to do with jeanne and pierre.,कुड दि इन्सिडेंट हैव एनिथिंग टू डू विद जीन एंड पियर.,쿧 디 인시던트 해브 애니씽 투 두 윗 진 앤드 피에르.
arctic_b0070,train,There was no chance to fire without hitting him.,there was no chance to fire without hitting him.,देर वज़ नो चांस टू फायर विदाउट हिटिंग हिम.,데얼 워즈 노 찬스 투 파이어 위덧 히팅 힘.
arctic_b0071,train,There was no answer from the other side.,there was no answer from the other side.,देर वस नो आंसर फ्रम दि अदर साइड.,데어 와즈 노 앤서 프럼 디 어더 사이드.
arctic_b0072,train,"Then he hastened on, as Pierre had guided him.","then he hastened on, as pierre had guided him.","धेन ही हासनड ऑन, ऐज़ पिएर हैड गाइडेड हिम.","덴 히 헤이슨드 온, 애즈 피에르 해드 가이드 힘."
arctic_b0073,train,With these arguments he convinced himself that he should go on alone.,with these arguments he convinced himself that he should go on alone.,विथ दीज आर्ग्युमेंट्स ही कन्विंस्ट हिम्सेल्फ दैट ही शुद गो ऑन अलोन.,위드 디즈 아규먼츠 히 컨빈스트 힘셀프 댓 히 슏 고 온 얼론.
arctic_b0074,train,"Yet, behind them there was another and more powerful motive.","yet, behind them there was another and more powerful motive.","येट, बिहाइंड देम धेर वज़ अनदर एंड मोर पावरफुल मोटिव.","옛, 비하인드 뎀 데어 워즈 어나더 앤드 모어 파워풀 모티브."
arctic_b0075,train,"In that case he could not miss them, if he used caution.","in that case he could not miss them, if he used caution.","इन दैट केस ही कुड नाट मिस धेम, इफ ही यूज़्ड कॉशन.","인 댓 케이스 히 쿧 낫 미스 뎀, 이프 히 유즈드 코션."
arctic_b0076,train,Before Philip could recover himself Jeanne's startled guards were upon him.,before philip could recover himself jeanne's startled guards were upon him.,बिफोर फिलिप कुड रिकवर हिम्सेल्फ जीन्स स्टार्टल्ड गार्ड्स वेर अपॉन हिम.,비포어 필립 쿧 리커버 힘셀프 진즈 스타틀드 가즈 워 어폰 힘.
arctic_b0077,train,It is the nearest refuge.,it is the nearest refuge.,इट इज द निरस्ट रेफ्यूज.,잇 이즈 더 니어레스트 레퓨지.
arctic_b0078,train,"There was pride and strength, the ring of triumph in his voice.","there was pride and strength, the ring of triumph in his voice.","धेर वज़ प्राइड ऐंड स्ट्रेंथ, द रिंग अव ट्रायम्फ इन हिज़ वॉइस.","데어 워즈 프라이드 앤드 스트렝스, 더 링 어브 트라이엄프 인 히즈 보이스."
arctic_b0079,train,The truth of it set Jeanne quivering.,the truth of it set jeanne quivering.,द ट्रुथ अव इट सेट जीन क्विवरिंग.,더 트루스 어브 잇 셋 진 퀴버링.
arctic_b0080,train,Tomorrow it will be strong enough for you to stand upon.,tomorrow it will be strong enough for you to stand upon.,टमॉरो इट विल बी स्ट्रॉंग इनफ फॉर यू टू स्टैंड अपॉन.,투모로우 잇 윌 비 스트롱 이너프 포 유 투 스탠드 어폰.
arctic_b0081,dev,You were going to leave after you saw me on the rock.,you were going to leave after you saw me on the rock.,यू वेर गोइंग टू लीव आफ्टर यू सॉ मी ऑन द रॉक.,유 워 고잉 투 리브 애프터 유 쏘 미 온 더 락.
arctic_b0082,train,"He bit his tongue, and cursed himself at this fresh break.","he bit his tongue, and cursed himself at this fresh break.","ही बिट हिज टंग, ऐंड कर्स्ड हिम्सेल्फ ऐट दिस फ्रेश ब्रेक.","히 빗 히즈 텅, 앤드 커스드 힘셀프 앳 디스 프레시 브레이크."
arctic_b0083,test,In it there was something that was almost tragedy.,in it there was something that was almost tragedy.,इन इट देर वस समथिंग दॅट वस ऑलमोस्ट ट्रैजेडी.,인 잇 데어 워즈 썸씽 댓 워즈 올모스트 트래저디.
arctic_b0084,train,Your face is red with blood.,your face is red with blood.,योर फेस इज़ रेड विथ ब्लड.,유어 페이스 이즈 레드 위드 블러드.
arctic_b0085,train,Her eyes smiled truth at him as he came up the bank.,her eyes smiled truth at him as he came up the bank.,हर आईज़ स्माइल्ड ट्रूथ ऐट हिम ऐज़ ही केम अप द बैंक.,허 아이즈 스마일드 트루스 앳 힘 애즈 히 케임 업 더 뱅크.
arctic_b0086,train,He can care for himself.,he can care for himself.,ही कैन केयर फॉर हिम्सेल्फ.,히 캔 케어 포어 힘셀프.
arctic_b0087,train,They will search for us between their camp and Churchill.,they will search for us between their camp and churchill.,धे विल सर्च फॉर अस बिटवीन देर कैंप एंड चर्चिल.,데이 윌 서치 포어 어스 비트윈 데어 캠프 앤드 처칠.
arctic_b0088,train,"Until I die, he exclaimed.","until i die, he exclaimed.","अन्टिल आई डाई, ही एक्सक्लेम्ड.","언틸 아이 다이, 히 엑스클레임드."
arctic_b0089,train,Her beautiful hair was done up in shining coils.,her beautiful hair was done up in shining coils.,हर ब्यूटिफुल हेयर वाज़ डन अप इन शाइनिंग कॉयल्स.,허 뷰리풀 헤어 워즈 던 업 인 샤이닝 코일즈.
arctic_b0090,train,The Churchill narrowed and its current became swifter as they progressed.,the churchill narrowed and its current became swifter as they progressed.,द चर्चिल नैरोड एंड इट्स करेंट बिकेम स्विफ्टर ऐज दे प्रोग्रेस्ट.,더 처칠 내로우드 앤드 잇츠 커런트 비케임 스위프터 애즈 데이 프로그레스트.
arctic_b0091,train,For a full half minute Jeanne looked at him without speaking.,for a full half minute jeanne looked at him without speaking.,फॉर अ फुल हाफ मिनट जीन लुक्ट ऐट हिम विदाउट स्पीकिंग.,포어 아 풀 해프 미닛 진 룩트 앳 힘 위다웃 스피킹.
arctic_b0092,test,I want to die in it.,i want to die in it.,आई वांट टू डाई इन इट.,아이 완트 투 다이 인 잇.
arctic_b0093,train,Darkness hid him from Jeanne.,darkness hid him from jeanne.,डार्कनेस हिड हिम फ्रम जीन.,다크니스 히드 힘 프럼 진.
arctic_b0094,train,And yet if she came he had no words to say.,and yet if she came he had no words to say.,ऐंड येट इफ शी केम ही हैड नो वर्ड्स टू से.,앤드 옛 이프 쉬 케임 히 해드 노 워즈 투 세이.
arctic_b0095,train,He heard a sound which brought him quickly into consciousness of day.,he heard a sound which brought him quickly into consciousness of day.,ही हर्ड अ साउंड विच ब्रॉट हिम क्विक्ली इंटु कॉन्शसनेस अव डे.,히 허드 아 사운드 위치 브로트 힘 퀵리 인투 컨셔스니스 어브 데이.
arctic_b0096,train,Within himself he called it no longer his own.,within himself he called it no longer his own.,विथिन हिम्सेल्फ ही कॉल्ड इट नो लॉन्गर हिज़ ओन.,위딘 힘셀프 히 콜드 잇 노 롱거 히즈 온.
arctic_b0097,train,"Besides, that noise makes me deaf.","besides, that noise makes me deaf.","बिसाइड्स, दॅट नॉइज़ मेक्स मी डेफ.","비사이즈, 댓 노이즈 메익스 미 데프."
arctic_b0098,train,Philip looked back from the crest and saw Jeanne leaning over the canoe.,philip looked back from the crest and saw jeanne leaning over the canoe.,फिलिप लुक्ट बैक फ्रम द क्रेस्ट ऐंड सॉ जीन लीनिंग ओवर द कनू.,필립 룩트 백 프럼 더 크레스트 앤드 소 진 리닝 오버 더 카누.
arctic_b0099,train,Fifty yards ahead of her were the first of the rocks.,fifty yards ahead of her were the first of the rocks.,फिफ्टी यार्ड्स अहेड अव हर वेर द फर्स्ट अव द रॉक्स.,피프티 야즈 어헤드 어브 허 워 더 퍼스트 어브 더 록스.
arctic_b0100,train,"There was one chance, and only one, of saving Jeanne.","there was one chance, and only one, of saving jeanne.","देर वज़ वन चांस, ऐंड ओनली वन, अव सेविंग जीन.","데어 워즈 원 찬스, 앤드 온리 원, 오브 세이빙 진."
arctic_b0101,train,"You're a devil for fighting, and will surely win.","you are a devil for fighting, and will surely win.","यू आर अ डेविल फॉर फाइटिंग, एंड विल शुरली विन.","유 아 아 데빌 포어 파이팅, 앤드 윌 슈어리 윈."
arctic_b0102,train,I'll only be in the way.,i will only be in the way.,आई विल ओनली बी इन द वे.,아이 윌 온리 비 인 더 웨이.
arctic_b0103,train,"He lifted his eyes, and a strange cry burst from his lips.","he lifted his eyes, and a strange cry burst from his lips.","ही लिफ्टेड हिज़ आइज़, एंड अ स्ट्रेंज क्राइ बर्स्ट फ्रॉम हिज़ लिप्स.","히 리프티드 히즈 아이즈, 앤드 아 스트레인지 크라이 버스트 프럼 히즈 립스."
arctic_b0104,dev,Shooting pains passed like flashes of electricity through his body.,shooting pains passed like flashes of electricity through his body.,शूटिंग पेन्स पास्ट लाइक फ्लैशेस अव इलेक्ट्रिसिटी थ्रू हिज़ बॉडी.,슈팅 페인즈 패스트 라이크 플래시즈 오브 일렉트리시티 쓰루 히즈 바디.
arctic_b0105,test,"I know that you are in charge there, and Jeanne knows.","i know that you are in charge there, and jeanne knows.","आई नो दैट यू आर इन चार्ज देर, ऐंड जीन नोज़.","아이 노우 댓 유 아 인 차지 데어, 앤드 진 노우즈."
arctic_b0106,train,For a full minute the two men stared into each other's face.,for a full minute the two men stared into each other's face.,फॉर अ फुल मिनट द टू मेन स्टेर्ड इंटू ईच अदर्स फेस.,포 아 풀 미닛 더 투 멘 스테어드 인투 이치 어더즈 페이스.
arctic_b0107,train,"He was sure, now, of but few things.","he was sure, now, of but few things.","ही वज़ शुर, नाउ, अव बट फ्यू थिंग्स.","히 워즈 슈어, 나우, 어브 벗 퓨 띵즈."
arctic_b0108,train,"It was a miracle, and I owe you my life.","it was a miracle, and i owe you my life.","इट वज़ अ मिरकल, ऐंड आई ओ यू माई लाइफ.","잇 워즈 아 미라클, 앤드 아이 오우 유 마이 라이프."
arctic_b0109,train,Philip ate lightly of the food which Pierre had ready for him.,philip ate lightly of the food which pierre had ready for him.,फिलिप एट लाइटली अव द फूड विच पिएर हैड रेडी फॉर हिम.,필립 에이트 라잇리 어브 더 푸드 위치 피에르 해드 레디 포어 힘.
arctic_b0110,train,"Such men believe, when they come together.","such men believe, when they come together.","सच मेन बिलीव, वेन थे कम टुगेदर.","서치 멘 빌리브, 웬 데이 컴 투게더."
arctic_b0111,train,The journey was continued at dawn.,the journey was continued at dawn.,द जर्नी वज कंटिन्यूड एट डॉन.,더 저니 워즈 컨티뉴드 앳 돈.
arctic_b0112,train,Jeanne and Pierre both gazed toward the great rock.,jeanne and pierre both gazed toward the great rock.,जीन एंड पियर बोथ गेज्ड टुवर्ड द ग्रेट रॉक.,진 앤드 피에르 보스 게이즈드 투워드 더 그레이트 락.
