File ID,Data Split,Original English,English,Hindi
p274_397,train,It's never great to finish second.,it's never great to finish second.,इट्स नेवर ग्रेट टू फिनिश सेकंड.
p274_419,train,The second goal was superb.,the second goal was superb.,द सेकंड गोल वस सुपर्ब.
p274_448,train,The villagers were shot in the head at short range.,the villagers were shot in the head at short range.,द विलेज़ वर शॉट इन द हेड ऐट शॉर्ट रेंज.
p274_453,train,I think the goalkeeper should have gone.,i think the goalkeeper should have gone.,आई थिंक द गोलकीपर शुद हैव गॉन.
p274_457,test,We're still the only ones in the High Street.,we are still the only ones in the high street.,वी आर स्टिल दि ओनली वन्स इन द हाई स्ट्रिट.
p274_468,train,It recommended that they reject the proposed legislation.,it recommended that they reject the proposed legislation.,इट रेकमेंडेड दैट दे रिजेक्ट द प्रपोज्ड लेजिस्लेशन.
p275_012,train,Throughout the centuries people have explained the rainbows in various ways.,throughout the centuries people have explained the rainbows in various ways.,थ्रूआउट द सैंचरीज पेपल हेव एक्स्प्लेन्ड द रेनबोज़ इन वैरीअस वेज़.
p275_017,train,Others have tried to explain the phenomenon physically.,others have tried to explain the phenomenon physically.,अदर्स हैव ट्राइड टू एक्सप्लेन द फिनॉमिनन फिजिकली.
p275_047,train,Among them are many criminals.,among them are many criminals.,अमंग देम आर मेनी क्रिमिनल्स.
p275_051,train,I had come back from London.,i had come back from london.,आई हैड कम बैक फ्रम लंदन.
p275_064,train,Charles Kennedy had an effective outing.,charles kennedy had an effective outing.,चार्ल्स केनेडी हैड अन इफेक्टिव आउटिंग.
p275_068,train,Strathclyde police had appealed for witnesses.,strathclyde police had appealed for witnesses.,स्ट्रैथक्लाइड पुलीस हैड अपील्ड फॉर विटनेसस.
p275_074,train,The party is up for it.,the party is up for it.,द पार्टी इस अप फॉर इट.
p275_075,train,The final decision was between Scotland and the Republic of Ireland.,the final decision was between scotland and the republic of ireland.,द फाइनल डिसीजन वस बिटवीन स्कॉटलैंड ऐंड द रिपब्लिक अव आयरलैंड.
p275_079,train,He had suffered a heart attack.,he had suffered a heart attack.,ही हैड सफर्ड अ हार्ट अटैक.
p275_084,train,The city council is a major property owner in the area.,the city council is a major property owner in the area.,द सिटी काउंसिल इस अ मेजर प्रापर्टी ओनर इन दि एरिया.
p275_085,train,"Yesterday, he continued to keep a low profile.","yesterday, he continued to keep a low profile.","यस्टरडे, ही कन्टिन्यूड टू कीप अ लो प्रोफाइल."
p275_086,train,It is a lifeline.,it is a lifeline.,इट इज़ अ लाइफलाइन.
p275_087,train,"They could not ignore the will of parliament, he claimed.","they could not ignore the will of parliament, he claimed.","दे कूड नाट इग्नोर द विल अव पार्लियमेंट, ही क्लेम्ड."
p275_089,train,I have every confidence in Raymond Robertson as chairman of the party.,i have every confidence in raymond robertson as chairman of the party.,आई हैव एवरी कॉन्फिडेंस इन रेमंड रॉबर्टसन ऐज़ चेयरमैन अव द पार्टी.
p275_120,train,That was the lesson to be learned from the European Championships.,that was the lesson to be learned from the european championships.,थैट वस द लेसन टू बी लर्न्ड फ्रम द युरोपियन चैंपियनशिप्स.
p275_137,train,Police could not say if the two incidents were connected.,police could not say if the two incidents were connected.,पोलिस कूड नॉट से इफ द टू इंसिडेंट्स वर कनेक्टेड.
p275_140,train,We are currently consulting with a wide range of interested parties.,we are currently consulting with a wide range of interested parties.,वी आर करंटली कंसल्टिंग विथ अ वाइड रेंज अव इंटरेस्टेड पार्टीज़.
p275_168,train,I was in the train station overnight.,i was in the train station overnight.,आई वस इन द ट्रेन स्टेशन ओवरनाइट.
p275_173,train,You had to go and see him.,you had to go and see him.,यू हैड टू गो एंड सी हिम.
p275_180,train,He deserved the win.,he deserved the win.,ही डिजर्व्ड द विन.
p275_183,train,The conference is a chance for members to contribute to the debate.,the conference is a chance for members to contribute to the debate.,द कॉन्फ्रेंस इज़ अ चांस फॉर मेंबर्स टू कॉन्ट्रिब्यूट टू द डिबेट.
p275_185,train,His name was unknown.,his name was unknown.,हिज़ नेम वज़ अनोन.
p275_190,train,What has caused the demise of singing?,what has caused the demise of singing,व्हाट हैज़ कॉज़्ड द दिमाइज़ अफ सिंगिंग
p275_203,train,But she might be.,but she might be.,बट शी माइट बी.
p275_211,train,"We have the experience, the courses, and an abundance of confidence.","we have the experience, the courses, and an abundance of confidence.","वी हैव दि एक्सपीरियंस, द कोर्सिज़, ऐंड ऐन अबंडेंस अव कॉन्फिडेंस."
p275_237,train,The Home Office would not release any further details about the group.,the home office would not release any further details about the group.,द होम ऑफिस वूड नॉट रिलीज़ एनी फरदर डीटेल्स अबाउट द ग्रूप.
p275_243,train,"I was at the British Olympic Medical Centre, on Friday.","i was at the british olympic medical center, on friday.","आई वास एट द ब्रिटिश ओलिम्पिक मेडिकल सेंटर, ऑन फ्राइडे."
p275_247,train,It was a hit.,it was a hit.,इट वज़ अ हिट.
p275_250,train,"For the Scottish judges, the affair is very delicate and unique.","for the scottish judges, the affair is very delicate and unique.","फॉर द स्कॉटिश जज, दि अफ़ेयर इस वेरी डेलिकेट एंड यूनिक."
p275_276,train,We are a grandmother.,we are a grandmother.,वी आर अ ग्रैंडमदर.
p275_295,train,The tournament has now been cancelled.,the tournament has now been canceled.,द टूर्नामेंट हैज़ नौ बीन कैंसल्ड.
p275_304,train,"The report will go before the Scottish Parliament, probably in early autumn.","the report will go before the scottish parliament, probably in early autumn.","द रिपोर्ट विल गो बिफोर द स्कॉटिश पार्लियामेंट, प्रॉबब्ली इन अर्ली ऑटम."
p275_314,train,We have got to get the points from this one.,we have got to get the points from this one.,वी हैव गाट टू गेट द पॉइंट्स फ्रम दिस वन.
p275_320,train,We are in the end game.,we are in the end game.,वी आर इन दि एंड गेम.
p275_338,train,"In the early days, I was obsessed with working in the theatre.","in the early days, i was obsessed with working in the theater.","इन दि अर्ली डेज, आई वाज ओब्सेस्ड विथ वर्किंग इन द थिएटर."
p275_339,train,"Yet, for the money, he was not the man of the match.","yet, for the money, he was not the man of the match.","येत, फोर द मनी, ही वाज नॉट द मैन अव द मैच."
p275_348,train,A spokeswoman for Edinburgh City Council confirmed its support for the company.,a spokeswoman for edinburgh city council confirmed its support for the company.,अ स्पोक्सवुमन फॉर एडिनबरग सिटी काउंसिल कन्फर्म्ड इट्स सपोर्ट फॉर द कम्पनी.
p275_351,train,Scottish Parliament should set an example for Westminster to follow.,scottish parliament should set an example for westminster to follow.,स्कॉटिश पार्लियमेंट शुद सेट अन एग्जाम्पल फॉर वेस्टमिन्स्टर टू फॉलो.
p275_357,train,That would help.,that would help.,धैट वूड हेल्प.
p275_364,train,It's now down in black and white.,it's now down in black and white.,इट्स नाऊ डाउन इन ब्लैक ऐंड व्हाइट.
p275_379,train,It looked like a river.,it looked like a river.,इट लुक्ट लाइक अ रिवर.
p275_390,train,That set the tone.,that set the tone.,डैट सेट द टोन.
p275_393,train,The jury is expected to return a verdict in the case today.,the jury is expected to return a verdict in the case today.,द जूरी इस एक्सपेक्टेड टू रिटर्न अ वर्डिक्ट इन द केस टुडे.
p275_418,train,We have to expand.,we have to expand.,वी हैव टू एक्सपैंड.
p276_004,train,We also need a small plastic snake and a big toy frog for the kids.,we also need a small plastic snake and a big toy frog for the kids.,वी आल्सो नीड अ स्मॉल प्लास्टिक स्नेक एंड अ बिग टॉय फ्रॉग फॉर द किड्स.
p276_025,train,Why do you want to come to Edinburgh?,why do you want to come to edinburgh,वाय डू यू वांट टू कम टू एडिनबर्ग
p276_031,train,Smoking is also very important.,smoking is also very important.,स्मोकिंग इज़ ऑल्सो वेरी इंपॉर्टेंट.
p276_038,train,She is employed on short-term contracts.,she is employed on short-term contracts.,शी इस एम्प्लॉइड ऑन शॉर्ट-टर्म कॉन्ट्रैक्ट्स.
p276_046,train,We believe a third party was involved.,we believe a third party was involved.,वी बिलीव अ थर्ड पार्टी वाज इन्वाल्व्ड.
p276_051,train,Perhaps it is eyeing a mortgage bank.,perhaps it is eyeing a mortgage bank.,परहैप्स इट इज़ आइइंग अ मोर्टगेज़ बैंक.
p276_072,train,There was no safety net.,there was no safety net.,देर वज़ नो सेफ्टी नेट.
p276_105,train,There could be a way back.,there could be a way back.,देर कुड बी अ वे बैक.
p276_109,train,Even the one she loved.,even the one she loved.,ईवन द वन शी लव्ड.
p276_113,train,Just two months ago it seemed an unlikely threat.,just two months ago it seemed an unlikely threat.,जस्ट टू मन्थ्स अगो इट सीम्ड अन अनलाइक्ली थ्रेट.
p276_120,train,Choice is a good thing.,choice is a good thing.,चॉइस इस अ गुड थिंग.
p276_126,train,Many others are subjected to violence by men.,many others are subjected to violence by men.,मैनी अदर्स आर सब्जेक्टिड टू वायलेंस बाय मेन.
p276_131,train,Diversions were put in place.,diversions were put in place.,डाइवर्ज़न्स वर पुट इन प्लेस.
p276_165,train,He removed the rubble with the help of passers-by.,he removed the rubble with the help of passers-by.,ही रिमूव्ड द रबल विथ द हेल्प अव पैसर्सबाई.
p276_174,train,Yet the survey has been cautious.,yet the survey has been cautious.,जेट द सर्वे हैज़ बीन कॉशस.
p276_183,train,Among them was Gary Robertson from Dundee.,among them was gary robertson from dundee.,अमंग थेम वस गैरी रॉबर्टसन फ्रम डंडी.
p276_184,train,I've no idea how it works.,i have no idea how it works.,आई हैव नो आईडिया हाउ इट वर्क्स.
p276_195,train,The protest will go ahead as planned.,the protest will go ahead as planned.,द प्रोटेस्ट विल गो अहेद ऐस प्लैन्ड.
p276_205,train,Millions of British jobs depend on Europe.,millions of british jobs depend on europe.,मिलियन्स ऑफ ब्रिटिश जॉब्स डिपेंड ऑन युरोप.
p276_235,train,The partnership was set up during the summer.,the partnership was set up during the summer.,द पार्टनरशिप वाज सेट अप ड्यूरिंग द समर.
p276_236,train,Bottling is now the core business.,bottling is now the core business.,बॉटलिंग इज़ नाउ द कोर बिजनेस.
p276_254,train,The reviews were welcomed by business lobby groups.,the reviews were welcomed by business lobby groups.,द रिव्यूज़ वर वेलकम्ड बाय बिजनेस लॉबी ग्रुप्स.
p276_265,train,I would have been shot dead in bed.,i would have been shot dead in bed.,आई वुड हैव बीन शॉट डेड इन बेड.
p276_269,train,"Of course, it is a tough assignment.","of course, it is a tough assignment.","अव कोर्स, इट इज अ टफ असाइनमेंट."
p276_271,train,And they were being paid?,and they were being paid,ऐंड थे वर बिंग पेड
p276_273,train,What was the matter for concern?,what was the matter for concern,वॉट वाज़ द मैटर फॉर कंसर्न
p276_277,train,This wasn't just a big crowd.,this was not just a big crowd.,दिस वस नाट जस्ट अ बिग क्राउड.
p276_295,train,We've made a couple of albums.,we have made a couple of albums.,वी हैव मेड अ कपल अव ऐलबम्स.
p276_304,train,Each case is treated on merit.,each case is treated on merit.,ईच केस इस ट्रीटेड ऑन मेरिट.
p276_305,train,A winter of discontent awaits.,a winter of discontent awaits.,अ विंटर अफ डिस्कन्टेंट आवेट्स.
p276_307,train,I am astonished at attack.,i am astonished at attack.,आई ऐम अस्टनिश्ड ऐट अटैक.
p276_315,train,"It was horrible, that musical apartheid.","it was horrible, that musical apartheid.","इट वस हॉरिबल, धैट म्यूजिकल आपारथेड."
p276_318,train,It was only later that the condition was diagnosed.,it was only later that the condition was diagnosed.,इट वाज़ ओन्ली लेटर थैट द कंडीशन वाज़ डाइअग्नोज़्ड.
p276_327,train,How independent is that?,how independent is that,हाउ इंडिपेन्डेंट इज़ थैट
p276_328,train,What form did that take?,what form did that take,वॉट फॉर्म डिड धैट टेक
p276_336,train,MOVIE stars are public property.,movie stars are public property.,मूवी स्टार्स आर पब्लिक प्रॉपर्टी.
p276_359,train,Do they think anyone else wants them?,do they think anyone else wants them,दू थे थिंक ऐनिवन एल्स वांट्स धेम
p276_369,train,Truth is the child of time.,truth is the child of time.,त्रूथ इस द चाइल्ड अव टाइम.
p276_387,train,The statement contained no surprises.,the statement contained no surprises.,द स्टेटमेंट कंटेन्ड नो सरप्राइज़िज़.
p276_390,train,We can't give any figures for Edinburgh.,we can not give any figures for edinburgh.,वी कैन नाट गिव एनी फिगर्स फॉर एडिनबर्ग.
p276_392,train,They would have to go to the Royal.,they would have to go to the royal.,दे वुड हैव तू गो तू द रॉयल.
p276_394,train,He ended up a headmaster.,he ended up a headmaster.,ही एंडिड अप अ हेडमास्टर.
p276_407,train,Its failure is no surprise.,its failure is no surprise.,इट्स फेल्यर इज़ नो सरप्राइज़.
p276_429,train,Low pay is endemic in the National Health Service.,low pay is endemic in the national health service.,लो पे इस एन्डेमिक इन द नेशनल हेल्थ सर्विस.
p276_431,train,We have no information on Iraq.,we have no information on iraq.,वी हैव नो इन्फोर्मेशन ऑन इराक.
p276_437,train,I always savour the company of The Voice.,i always savor the company of the voice.,आई आलवेज सेवर द कम्पनी अव द वॉईस.
p276_444,train,I might also completely change the routine.,i might also completely change the routine.,आई माइट ऑल्सो कम्प्लीटली चेंज द रूटीन.
p276_448,train,They are interior designers and architects.,they are interior designers and architects.,थे आर इंटीरियर डिज़ाइनर्स ऐंड आर्किटेक्ट्स.
p277_007,train,The rainbow is a division of white light into many beautiful colors.,the rainbow is a division of white light into many beautiful colors.,द रेनबो इस अ डिविजन अव वाइट लाइट इंटू मेनी ब्यूटीफुल कलर्स.
p277_031,train,This is the window.,this is the window.,दिस इस द विंडो.
p277_033,train,Mr Ferguson became a minister after seven years as a journalist.,mister ferguson became a minister after seven years as a journalist.,मिस्टर फर्गसन बिकेम अ मिनिस्टर आफ्टर सेवन यीअर्स ऐज अ जर्नलिस्ट.
p277_035,train,"Then, suddenly, they weren't.","then, suddenly, they were not.","धेन, सडनली, दे वेर नाट."
p277_042,train,A quality audit officer has also been appointed.,a quality audit officer has also been appointed.,अ क्वालिटी आडिट ऑफिसर हैज़ ऑल्सो बीन अपॉइंटेड.
p277_050,train,This represents a tough game for us.,this represents a tough game for us.,दिस रिप्रिज़ेन्ट्स अ टफ गेम फॉर अस.
p277_052,train,They said she was stable.,they said she was stable.,थे सैड शी वस स्टेबल.
p277_077,train,Strathclyde police have appealed for witnesses.,strathclyde police have appealed for witnesses.,स्ट्राथक्लाइड पुलिस हैव अपील्ड फॉर विटनेस.
p277_079,train,I had my suspicions.,i had my suspicions.,आई हैड माई सस्पिशन्स.
p277_091,train,Someone who cares,someone who cares,समवन हू केयरज़
p277_096,train,They lived for their children.,they lived for their children.,थे लाइव्ड फॉर थेयर चिल्ड्रन.
p277_110,train,You should be.,you should be.,यू शुद बी.
p277_114,train,She reflects a bit.,she reflects a bit.,शी रिफ्लेक्ट्स अ बिट.
p277_117,train,"While they went on holiday, we got the contract.","while they went on holiday, we got the contract.","वाइल थे वेंट ऑन हॉलिडे, वी गॉट द कॉन्ट्रैक्ट."
p277_126,train,There were no grounds for his action.,there were no grounds for his action.,धेर वर नो ग्राउंड्स फॉर हिस ऐक्शन.
p277_137,train,Police could not say if the two incidents were connected.,police could not say if the two incidents were connected.,पुलिस कुड नॉट से इफ द टू इन्सीडेंट्स वर कनेक्टेड.
p277_150,train,Labour's Scottish general secretary Alex Rowley was delighted yesterday.,labour's scottish general secretary alex rowley was delighted yesterday.,लेबर्स स्कॉटिश जनरल सेक्रेटरी एलेक्स रोली वाज डीलाइटेड येस्टरडे.
p277_156,train,The departure of Mr Johnston was reported by The Herald yesterday.,the departure of mister johnston was reported by the herald yesterday.,द डिपार्चर अव मिस्टर जॉनस्टन वज रिपोर्टेड बाई द हेरल्ड येस्टरडे.
p277_167,train,It is not like us.,it is not like us.,इट इज नॉट लाइक अस.
p277_192,train,"On the outside of an airport, it is very difficult.","on the outside of an airport, it is very difficult.","आन दि आउटसाइड ऑफ आन एअरपोर्ट, इट इस वेरी डिफिकल्ट."
p277_203,train,Twaddle is a case in point.,twaddle is a case in point.,ट्वाडल इज़ अ केस इन पॉइंट.
p277_204,train,A Grampian Police spokesman said.,a grampian police spokesman said.,अ ग्रैम्पियन पोलिस स्पोक्समैन सेड.
p277_206,train,In each case they were a goal down.,in each case they were a goal down.,इन ईच केस दे वर अ गोल डाउन.
p277_212,train,I am very sorry that Alastair Campbell has taken this decision.,i am very sorry that alastair campbell has taken this decision.,आई ऐम वेरी सॉरी धैट अलस्टेयर कैम्बल हैज टेकन दिस डिसिञ.
p277_218,train,"Jim Wallace, the justice minister, acknowledged that prisoner numbers were a concern.","jim wallace, the justice minister, acknowledged that prisoner numbers were a concern.","जिम वॉलेस, द जस्टिस मिनिस्टर, ऐक्नालेज्ड दैट प्रिज़नर नंबर्स वर अ कंसर्न."
p277_224,train,Half of young people had had contact with the police.,half of young people had had contact with the police.,हैफ अव यंग पीपल हैड हैड कांटेक्ट विथ द पुलिस.
p277_258,train,Immediate action must be taken.,immediate action must be taken.,इमीडिएट ऐक्शन मस्ट बी टेकन.
p277_278,train,It was a virus.,it was a virus.,इट वॉज अ वाइरस.
p277_280,train,The condition of their adoption was that they should be kept together.,the condition of their adoption was that they should be kept together.,द कंडीशन अव देर अडॉप्शन वज दॅट दे शुड बी केप्ट टुगेदर.
p277_281,train,This is a national crisis.,this is a national crisis.,दिस इज अ नैशनल क्राइसिस.
p277_294,train,One was a lawyer.,one was a lawyer.,वन वाज़ अ लॉयर.
p277_304,train,My whole life has changed.,my whole life has changed.,माई होल लाइफ हैज़ चेंज्ड.
p277_306,train,You may have a short memory.,you may have a short memory.,यू मे हैव अ शॉर्ट मेमोरी.
p277_309,dev,Plans to celebrate the Queen's Golden Jubilee will proceed.,plans to celebrate the queen's golden jubilee will proceed.,प्लैन्स तू सेलिब्रेट द क्वींज़ गोल्डन जूबिली विल प्रोसीड.
p277_312,train,It will work.,it will work.,इट विल वर्क.
p277_320,dev,Later in the day he was forced to explain his position.,later in the day he was forced to explain his position.,लेटर इन द डे ही वस फोर्स्ट टू एक्सप्लेन हिज़ पोजिशन.
p277_322,train,The same things will happen with GM foods.,the same things will happen with gm foods.,द सेम थिंग्स विल हैपन विथ जीएम फूड्स.
p277_326,train,These days are long gone.,these days are long gone.,दीज़ देज़ आर लांग गॉन.
p277_333,train,A formal announcement is expected this morning at a news conference.,a formal announcement is expected this morning at a news conference.,अ फॉर्मल अनाउन्समेंट इस एक्सपेक्टेड दिस मॉर्निंग ऐट अ न्यूज़ कॉन्फ्रेंस.
p277_335,train,He loves the big occasions.,he loves the big occasions.,ही लव्ज़ द बिग अकेशन्स.
p277_340,train,She said they would appeal.,she said they would appeal.,शी सैड थे वुड अपील.
p277_352,train,"Obviously, we were pretty close in a couple of games.","obviously, we were pretty close in a couple of games.","आब्विअस्ली, वी वेर प्रीटी क्लोस इन अ कपल अव गेम्स."
p277_361,train,They have not done so this season so far.,they have not done so this season so far.,थे हैव नाट डन सो दिस सीज़न सो फार.
p277_362,train,This big issue is whether it can be enforced.,this big issue is whether it can be enforced.,दिस बिग इशू इज वेदर इट कैन बी एनफोर्स्ट.
p277_368,train,He was the architect.,he was the architect.,ही वाज दि आर्किटेक्ट.
p277_370,train,I've never seen a game like it.,i have never seen a game like it.,आई हैव नेवर सीन अ गेम लाइक इट.
p277_373,train,"He's delighted, too, with the new premises.","he's delighted, too, with the new premises.","हीज़ दिलाइटेड, टू, विथ द न्यू प्रेमिसेज़."
p277_375,dev,Something is wrong.,something is wrong.,समथिंग इज रोंग.
p277_378,train,"That's the name of the game, though.","that's the name of the game, though.","दैट्स द नेम अव द गेम, दो."
p277_381,train,Family liaison officers are now working to support the family.,family liaison officers are now working to support the family.,फैमिली लियेज़न ऑफिसर्स आर नाउ वर्किंग टू सपोर्ट द फैमिली.
p277_385,train,It's a real problem.,it's a real problem.,इट्स अ रीअल प्रॉब्लम.
p277_399,train,Is that possible?,is that possible,इस थैट पॉसिबल
p277_402,train,Emotions were complex.,emotions were complex.,इमोशन्स वेर कॉम्प्लेक्स.
p277_419,train,Is there any prospect of this happening?,is there any prospect of this happening,इस देर ऐनी प्रॉस्पेक्ट अफ दिस हैपनिंग
p277_427,train,I know the worry over Iraq.,i know the worry over iraq.,आई नो द वॉरी ओवर इराक.
p278_002,train,Ask her to bring these things with her from the store.,ask her to bring these things with her from the store.,आस्क हर तू ब्रिंग दीज थिंग्स विथ हर फ्रम द स्टोर.
p278_028,train,She is employed on short-term contracts.,she is employed on short-term contracts.,शी इस एम्प्लॉइड ऑन शॉर्ट-टर्म कॉन्ट्रैक्ट्स.
p278_038,train,Among them are many criminals.,among them are many criminals.,अमंग देम आर मैनी क्रिमिनल्स.
p278_065,train,The judge was really nice.,the judge was really nice.,द जज वस रियली नाइस.
p278_083,train,"The allegations were still under investigation, he added.","the allegations were still under investigation, he added.","दि अलिगेशन्स वर स्टिल अंडर इन्वेस्टिगेशन, ही ऐडेड."
p278_090,train,"However, the intensive care unit at the Southern General Hospital was full.","however, the intensive care unit at the southern general hospital was full.","हाउएवर, दि इंटेंसिव केयर यूनिट एट द सदर्न जेनरल हॉस्पिटल वज़ फुल."
p278_095,train,"That time is not now, however.","that time is not now, however.","धैट टाइम इज़ नॉट नाउ, हावर."
p278_112,train,They almost achieved a draw.,they almost achieved a draw.,थे अलमोस्ट अचीव्ड अ ड्रॉ.
p278_153,train,Its loss was an economic catastrophe for the whole of Moray.,its loss was an economic catastrophe for the whole of moray.,इट्स लॉस वाज़ ऐन इकोनॉमिक कैटास्ट्रोफ फॉर द होल अव मोरे.
p278_161,test,The Internet is no substitute for customer service.,the internet is no substitute for customer service.,दि इंटरनेट इस नो सब्स्टीट्यूट फॉर कस्टमर सर्विस.
p278_165,train,We have a budget in March.,we have a budget in march.,वी हैव अ बजट इन मार्च.
p278_171,train,We've made a couple of albums.,we have made a couple of albums.,वी हैव मेड अ कपल अव अल्बम्स.
p278_180,train,You have got to get people from all sorts of different directions.,you have got to get people from all sorts of different directions.,यू हैव गाट टू गेट पीपल फ्रम ऑल सॉर्ट्स अव डिफ्रेंट डायरेक्शन्स.
p278_182,train,The outcome is now in our own hands.,the outcome is now in our own hands.,दि आउटकम इज़ नाउ इन आउर ओन हैंड्स.
p278_193,train,But there's an upturn in the sector.,but there's an upturn in the sector.,बट देर्स अन अपटर्न इन द सेक्टर.
p278_205,train,"Indeed, he sees a shortage of skilled workers on the horizon.","indeed, he sees a shortage of skilled workers on the horizon.","इंडीड, ही सीज़ अ शॉर्टेज अफ स्किल्ड वर्कर्स ऑन द होराइजन."
p278_224,train,Twaddle is a case in point.,twaddle is a case in point.,ट्वाडल इज अ केस इन पॉइंट.
p278_225,train,I'm just a regular person.,i am just a regular person.,आई ऐम जस्ट अ रेग्युलर पर्सन.
p278_234,train,Friends of the Earth Scotland last night welcomed the announcement.,friends of the earth scotland last night welcomed the announcement.,फ्रेंड्स अव दि अर्थ स्कॉटलैंड लास्ट नाइट वेलकम्ड दि ऐनाउंस्मेंट.
p278_250,train,That will be a decision for BBC Scotland.,that will be a decision for bbc scotland.,थैट विल बी अ डिसिजन फॉर बीबीसी स्कॉटलैंड.
p278_261,train,Persuaded to change his mind.,persuaded to change his mind.,परस्वाद तू चेंज हिस माइंड.
p278_265,train,No production contract is yet in sight.,no production contract is yet in sight.,नो प्रोडक्शन कॉन्ट्रैक्ट इस येट इन साइट.
p278_278,train,I rejected the idea of a separate residence.,i rejected the idea of a separate residence.,आई रिजेक्टेड दि आइडिया अफ अ सेपरेट रेज़िडेंस.
p278_285,train,This could put pressure on UK inflation.,this could put pressure on uk inflation.,दिस कुद पुत प्रेशर ऑन यूके इन्फ्लेशन.
p278_287,train,They want to shut the Scottish Office.,they want to shut the scottish office.,धे वांट तू शट द स्कॉटिश ऑफिस.
p278_294,train,Both companies have had a rough ride in recent years.,both companies have had a rough ride in recent years.,बोथ कम्पनिज़ हैव हैड अ रफ़ राइड इन रीसेंट यीअर्ज़.
p278_303,train,Gerhard Schroeder was the victor.,gerhard schroeder was the victor.,गेरहार्ट श्रोडर वस द विक्टर.
p278_304,train,John was there already in spirit.,john was there already in spirit.,जॉन वस देर आलरेडी इन स्पिरिट.
p278_305,dev,There was a final revealing detail about the broadcast.,there was a final revealing detail about the broadcast.,देर वस अ फाइनल रिवीलिंग डिटेल अबाउट द ब्रॉडकास्ट.
p278_330,train,The party lasted all night.,the party lasted all night.,द पार्टी लास्टेड ऑल नाइट.
p278_334,train,That meant the search was unlawful.,that meant the search was unlawful.,दॅट मेंट द सर्च वस अनलॉफुल.
p278_336,train,That reflected a tumble in banking shares across the board.,that reflected a tumble in banking shares across the board.,दॅट रिफ्लेक्टेड अ टम्बल इन बैंकिंग शेयर्स अक्रॉस द बोर्ड.
p278_349,train,Other musicians were found in retirement.,other musicians were found in retirement.,अदर म्यूजिशियन्स वर फाउंड इन रिटायरमेंट.
p278_366,train,We put our bid in last night.,we put our bid in last night.,वी पुट आवर बिड इन लास्ट नाइट.
p278_377,train,The major championships will always have a special place.,the major championships will always have a special place.,द मेजर चैम्पियनशिप्स विल आलवेज हैव अ स्पेशल प्लेस.
p278_384,train,"After the match, do you?","after the match, do you","आफ्टर द मैच, डू यू"
p279_030,train,"I am not interested in the money, it is the principle.","i am not interested in the money, it is the principle.","आई ऐम नॉट इंटरेस्टेड इन द मनी, इट इज द प्रिंसिपल."
p279_048,train,It is urgent.,it is urgent.,इट इस अर्जेंट.
p279_056,train,As she explains.,as she explains.,ऐस शी एक्सप्लेन्स.
p279_065,train,Gerhard Schroeder was the victor.,gerhard schroeder was the victor.,गेरहार्ड श्रोएडर वस द विक्टर.
p279_067,dev,They were too hard.,they were too hard.,थे वर तू हार्द.
p279_085,train,It works for us.,it works for us.,इट वर्क्स फॉर अस.
p279_087,train,This is the way things should be handled.,this is the way things should be handled.,धिस इज द वे थिंग्स शुद बी हैंडल्ड.
p279_096,train,It is an old family habit.,it is an old family habit.,इट इज अन ओल्ड फैमिली हैबिट.
p279_097,train,Until you hit the big games.,until you hit the big games.,उंतिल यू हिट द बिग गेम्स.
p279_104,train,I see no need for change.,i see no need for change.,आई सी नो नीड फॉर चेंज.
p279_109,train,"For these people, the ruling is very welcome.","for these people, the ruling is very welcome.","फॉर दीज पीपल, द रुलिंग इज़ वेरी वेलकम."
p279_115,train,We have to look at everything before we make any final decision.,we have to look at everything before we make any final decision.,वी हैव टू लुक ऐट एवरीथिंग बिफोर वी मेक एनी फाइनल डिसिजन.
p279_119,train,"They could not ignore the will of parliament, he claimed.","they could not ignore the will of parliament, he claimed.","थे कुद नाट इग्नोर द विल अफ पार्लियमेंट, ही क्लेम्ड."
p279_130,train,Some of the characters will not be played by humans.,some of the characters will not be played by humans.,सम ऑफ द केरिक्टर विल नॉट बी प्लेड बाय ह्यूमन्स.
p279_149,train,You know the type.,you know the type.,यू नो द टाइप.
p279_162,train,"As, indeed, they would be.","as, indeed, they would be.","ऐस, इंडीड, दे वुड बी."
p279_202,train,The guidelines are expected to be finalised before next spring.,the guidelines are expected to be finalized before next spring.,द गाइडलाइंस आर एक्सपेक्टेड टू बी फाइनलाइज्ड बिफोर नेक्स्ट स्प्रिंग.
p279_204,train,He had suffered a heart attack.,he had suffered a heart attack.,ही हैड सफर्ड अ हार्ट अटैक.
p279_208,train,There was no rescue.,there was no rescue.,थेर वस नो रेस्क्यू.
p279_220,train,His death was a tragic accident.,his death was a tragic accident.,हिस डेथ वस अ ट्रेजिक ऐक्सिडेंट.
p279_233,train,Broke the birdie record.,broke the birdie record.,ब्रोक द बर्डी रेकर्ड.
p279_263,train,"Their findings are published in the journal, Injury Prevention.","their findings are published in the journal, injury prevention.","थेर फाइंडिंग्स आर पब्लिश्ट इन द जर्नल, इंजरी प्रिवेंशन."
p279_272,train,That could be in place by next year.,that could be in place by next year.,धैट कुड़ बी इन प्लेस बाई नेक्स्ट यियर.
p279_278,train,It happens from time to time.,it happens from time to time.,इट हैपन्स फ्रम टाइम टू टाइम.
p279_284,train,The attacker died in the crash.,the attacker died in the crash.,दि अटैकर डाइड इन द क्रैश.
